NAME                INSTALLED                     FIXED IN                 TYPE  VULNERABILITY   SEVERITY    EPSS           RISK          
ca-certificates     20170717~16.04.1              (won't fix)              deb   CVE-2022-23491  Medium      < 0.1% (13th)  < 0.1         
libncurses5         6.0+20160213-1ubuntu1                                  deb   CVE-2017-16879  Negligible  0.4% (62nd)    < 0.1         
libncursesw5        6.0+20160213-1ubuntu1                                  deb   CVE-2017-16879  Negligible  0.4% (62nd)    < 0.1         
libtinfo5           6.0+20160213-1ubuntu1                                  deb   CVE-2017-16879  Negligible  0.4% (62nd)    < 0.1         
ncurses-base        6.0+20160213-1ubuntu1                                  deb   CVE-2017-16879  Negligible  0.4% (62nd)    < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1                                  deb   CVE-2017-16879  Negligible  0.4% (62nd)    < 0.1         
e2fslibs            1.42.13-1ubuntu1              1.42.13-1ubuntu1.2       deb   CVE-2019-5188   Medium      < 0.1% (11th)  < 0.1         
e2fsprogs           1.42.13-1ubuntu1              1.42.13-1ubuntu1.2       deb   CVE-2019-5188   Medium      < 0.1% (11th)  < 0.1         
libcomerr2          1.42.13-1ubuntu1              1.42.13-1ubuntu1.2       deb   CVE-2019-5188   Medium      < 0.1% (11th)  < 0.1         
libss2              1.42.13-1ubuntu1              1.42.13-1ubuntu1.2       deb   CVE-2019-5188   Medium      < 0.1% (11th)  < 0.1         
libncurses5         6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2021-39537  Negligible  0.4% (59th)    < 0.1         
libncursesw5        6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2021-39537  Negligible  0.4% (59th)    < 0.1         
libtinfo5           6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2021-39537  Negligible  0.4% (59th)    < 0.1         
ncurses-base        6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2021-39537  Negligible  0.4% (59th)    < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2021-39537  Negligible  0.4% (59th)    < 0.1         
login               1:4.2-3.1ubuntu5.3                                     deb   CVE-2013-4235   Low         < 0.1% (20th)  < 0.1         
passwd              1:4.2-3.1ubuntu5.3                                     deb   CVE-2013-4235   Low         < 0.1% (20th)  < 0.1         
coreutils           8.25-2ubuntu3~16.04                                    deb   CVE-2016-2781   Low         < 0.1% (20th)  < 0.1         
libsystemd0         229-4ubuntu21.1               (won't fix)              deb   CVE-2020-13529  Low         < 0.1% (20th)  < 0.1         
libudev1            229-4ubuntu21.1               (won't fix)              deb   CVE-2020-13529  Low         < 0.1% (20th)  < 0.1         
systemd             229-4ubuntu21.1               (won't fix)              deb   CVE-2020-13529  Low         < 0.1% (20th)  < 0.1         
systemd-sysv        229-4ubuntu21.1               (won't fix)              deb   CVE-2020-13529  Low         < 0.1% (20th)  < 0.1         
bash                4.3-14ubuntu1.2               (won't fix)              deb   CVE-2022-3715   Medium      < 0.1% (11th)  < 0.1         
libgcrypt20         1.6.5-2ubuntu0.3              1.6.5-2ubuntu0.6         deb   CVE-2019-13627  Medium      < 0.1% (9th)   < 0.1         
tar                 1.28-2.1ubuntu0.1             (won't fix)              deb   CVE-2022-48303  Medium      < 0.1% (9th)   < 0.1         
coreutils           8.25-2ubuntu3~16.04                                    deb   CVE-2017-18018  Low         < 0.1% (17th)  < 0.1         
bsdutils            1:2.27.1-6ubuntu3.4           (won't fix)              deb   CVE-2021-37600  Low         < 0.1% (17th)  < 0.1         
libblkid1           2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2021-37600  Low         < 0.1% (17th)  < 0.1         
libfdisk1           2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2021-37600  Low         < 0.1% (17th)  < 0.1         
libmount1           2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2021-37600  Low         < 0.1% (17th)  < 0.1         
libsmartcols1       2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2021-37600  Low         < 0.1% (17th)  < 0.1         
libuuid1            2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2021-37600  Low         < 0.1% (17th)  < 0.1         
mount               2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2021-37600  Low         < 0.1% (17th)  < 0.1         
util-linux          2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2021-37600  Low         < 0.1% (17th)  < 0.1         
libssl1.0.0         1.0.2g-1ubuntu4.10            (won't fix)              deb   CVE-2023-1255   Low         < 0.1% (16th)  < 0.1         
openssl             1.0.2g-1ubuntu4.10            (won't fix)              deb   CVE-2023-1255   Low         < 0.1% (16th)  < 0.1         
libc-bin            2.23-0ubuntu10                (won't fix)              deb   CVE-2023-0687   Low         < 0.1% (16th)  < 0.1         
libc6               2.23-0ubuntu10                (won't fix)              deb   CVE-2023-0687   Low         < 0.1% (16th)  < 0.1         
multiarch-support   2.23-0ubuntu10                (won't fix)              deb   CVE-2023-0687   Low         < 0.1% (16th)  < 0.1         
libncurses5         6.0+20160213-1ubuntu1                                  deb   CVE-2017-13728  Negligible  0.3% (53rd)    < 0.1         
libncurses5         6.0+20160213-1ubuntu1                                  deb   CVE-2017-13729  Negligible  0.3% (53rd)    < 0.1         
libncurses5         6.0+20160213-1ubuntu1                                  deb   CVE-2017-13731  Negligible  0.3% (53rd)    < 0.1         
libncursesw5        6.0+20160213-1ubuntu1                                  deb   CVE-2017-13728  Negligible  0.3% (53rd)    < 0.1         
libncursesw5        6.0+20160213-1ubuntu1                                  deb   CVE-2017-13729  Negligible  0.3% (53rd)    < 0.1         
libncursesw5        6.0+20160213-1ubuntu1                                  deb   CVE-2017-13731  Negligible  0.3% (53rd)    < 0.1         
libtinfo5           6.0+20160213-1ubuntu1                                  deb   CVE-2017-13728  Negligible  0.3% (53rd)    < 0.1         
libtinfo5           6.0+20160213-1ubuntu1                                  deb   CVE-2017-13729  Negligible  0.3% (53rd)    < 0.1         
libtinfo5           6.0+20160213-1ubuntu1                                  deb   CVE-2017-13731  Negligible  0.3% (53rd)    < 0.1         
ncurses-base        6.0+20160213-1ubuntu1                                  deb   CVE-2017-13728  Negligible  0.3% (53rd)    < 0.1         
ncurses-base        6.0+20160213-1ubuntu1                                  deb   CVE-2017-13729  Negligible  0.3% (53rd)    < 0.1         
ncurses-base        6.0+20160213-1ubuntu1                                  deb   CVE-2017-13731  Negligible  0.3% (53rd)    < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1                                  deb   CVE-2017-13728  Negligible  0.3% (53rd)    < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1                                  deb   CVE-2017-13729  Negligible  0.3% (53rd)    < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1                                  deb   CVE-2017-13731  Negligible  0.3% (53rd)    < 0.1         
libc-bin            2.23-0ubuntu10                2.23-0ubuntu11.2         deb   CVE-2020-10029  Low         < 0.1% (15th)  < 0.1         
libc6               2.23-0ubuntu10                2.23-0ubuntu11.2         deb   CVE-2020-10029  Low         < 0.1% (15th)  < 0.1         
multiarch-support   2.23-0ubuntu10                2.23-0ubuntu11.2         deb   CVE-2020-10029  Low         < 0.1% (15th)  < 0.1         
libncurses5         6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2023-50495  Low         < 0.1% (15th)  < 0.1         
libncursesw5        6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2023-50495  Low         < 0.1% (15th)  < 0.1         
libtinfo5           6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2023-50495  Low         < 0.1% (15th)  < 0.1         
ncurses-base        6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2023-50495  Low         < 0.1% (15th)  < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2023-50495  Low         < 0.1% (15th)  < 0.1         
gcc-5-base          5.4.0-6ubuntu1~16.04.6        (won't fix)              deb   CVE-2022-27943  Low         < 0.1% (15th)  < 0.1         
gcc-6-base          6.0.1-0ubuntu1                (won't fix)              deb   CVE-2022-27943  Low         < 0.1% (15th)  < 0.1         
libgcc1             1:6.0.1-0ubuntu1              (won't fix)              deb   CVE-2022-27943  Low         < 0.1% (15th)  < 0.1         
libstdc++6          5.4.0-6ubuntu1~16.04.6        (won't fix)              deb   CVE-2022-27943  Low         < 0.1% (15th)  < 0.1         
libc-bin            2.23-0ubuntu10                (won't fix)              deb   CVE-2015-20109  Medium      < 0.1% (7th)   < 0.1         
libc6               2.23-0ubuntu10                (won't fix)              deb   CVE-2015-20109  Medium      < 0.1% (7th)   < 0.1         
multiarch-support   2.23-0ubuntu10                (won't fix)              deb   CVE-2015-20109  Medium      < 0.1% (7th)   < 0.1         
libsystemd0         229-4ubuntu21.1               (won't fix)              deb   CVE-2022-4415   Medium      < 0.1% (7th)   < 0.1         
libudev1            229-4ubuntu21.1               (won't fix)              deb   CVE-2022-4415   Medium      < 0.1% (7th)   < 0.1         
systemd             229-4ubuntu21.1               (won't fix)              deb   CVE-2022-4415   Medium      < 0.1% (7th)   < 0.1         
systemd-sysv        229-4ubuntu21.1               (won't fix)              deb   CVE-2022-4415   Medium      < 0.1% (7th)   < 0.1         
libncurses5         6.0+20160213-1ubuntu1                                  deb   CVE-2017-13734  Negligible  0.3% (52nd)    < 0.1         
libncursesw5        6.0+20160213-1ubuntu1                                  deb   CVE-2017-13734  Negligible  0.3% (52nd)    < 0.1         
libtinfo5           6.0+20160213-1ubuntu1                                  deb   CVE-2017-13734  Negligible  0.3% (52nd)    < 0.1         
ncurses-base        6.0+20160213-1ubuntu1                                  deb   CVE-2017-13734  Negligible  0.3% (52nd)    < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1                                  deb   CVE-2017-13734  Negligible  0.3% (52nd)    < 0.1         
libncurses5         6.0+20160213-1ubuntu1                                  deb   CVE-2017-11113  Negligible  0.3% (51st)    < 0.1         
libncursesw5        6.0+20160213-1ubuntu1                                  deb   CVE-2017-11113  Negligible  0.3% (51st)    < 0.1         
libtinfo5           6.0+20160213-1ubuntu1                                  deb   CVE-2017-11113  Negligible  0.3% (51st)    < 0.1         
ncurses-base        6.0+20160213-1ubuntu1                                  deb   CVE-2017-11113  Negligible  0.3% (51st)    < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1                                  deb   CVE-2017-11113  Negligible  0.3% (51st)    < 0.1         
libpcre3            2:8.38-3.1                                             deb   CVE-2017-11164  Negligible  0.3% (50th)    < 0.1         
libncurses5         6.0+20160213-1ubuntu1                                  deb   CVE-2017-11112  Negligible  0.3% (50th)    < 0.1         
libncursesw5        6.0+20160213-1ubuntu1                                  deb   CVE-2017-11112  Negligible  0.3% (50th)    < 0.1         
libtinfo5           6.0+20160213-1ubuntu1                                  deb   CVE-2017-11112  Negligible  0.3% (50th)    < 0.1         
ncurses-base        6.0+20160213-1ubuntu1                                  deb   CVE-2017-11112  Negligible  0.3% (50th)    < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1                                  deb   CVE-2017-11112  Negligible  0.3% (50th)    < 0.1         
libsystemd0         229-4ubuntu21.1               (won't fix)              deb   CVE-2022-3821   Medium      < 0.1% (6th)   < 0.1         
libudev1            229-4ubuntu21.1               (won't fix)              deb   CVE-2022-3821   Medium      < 0.1% (6th)   < 0.1         
systemd             229-4ubuntu21.1               (won't fix)              deb   CVE-2022-3821   Medium      < 0.1% (6th)   < 0.1         
systemd-sysv        229-4ubuntu21.1               (won't fix)              deb   CVE-2022-3821   Medium      < 0.1% (6th)   < 0.1         
liblzma5            5.1.1alpha+20120614-2ubuntu2  (won't fix)              deb   CVE-2020-22916  Medium      < 0.1% (5th)   < 0.1         
libsystemd0         229-4ubuntu21.1               (won't fix)              deb   CVE-2022-45873  Medium      < 0.1% (4th)   < 0.1         
libudev1            229-4ubuntu21.1               (won't fix)              deb   CVE-2022-45873  Medium      < 0.1% (4th)   < 0.1         
systemd             229-4ubuntu21.1               (won't fix)              deb   CVE-2022-45873  Medium      < 0.1% (4th)   < 0.1         
systemd-sysv        229-4ubuntu21.1               (won't fix)              deb   CVE-2022-45873  Medium      < 0.1% (4th)   < 0.1         
libc-bin            2.23-0ubuntu10                                         deb   CVE-2021-27645  Low         < 0.1% (10th)  < 0.1         
libc6               2.23-0ubuntu10                                         deb   CVE-2021-27645  Low         < 0.1% (10th)  < 0.1         
multiarch-support   2.23-0ubuntu10                                         deb   CVE-2021-27645  Low         < 0.1% (10th)  < 0.1         
libc-bin            2.23-0ubuntu10                (won't fix)              deb   CVE-2016-20013  Negligible  0.2% (42nd)    < 0.1         
libc6               2.23-0ubuntu10                (won't fix)              deb   CVE-2016-20013  Negligible  0.2% (42nd)    < 0.1         
multiarch-support   2.23-0ubuntu10                (won't fix)              deb   CVE-2016-20013  Negligible  0.2% (42nd)    < 0.1         
bsdutils            1:2.27.1-6ubuntu3.4           (won't fix)              deb   CVE-2022-0563   Medium      < 0.1% (3rd)   < 0.1         
libblkid1           2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2022-0563   Medium      < 0.1% (3rd)   < 0.1         
libfdisk1           2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2022-0563   Medium      < 0.1% (3rd)   < 0.1         
libmount1           2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2022-0563   Medium      < 0.1% (3rd)   < 0.1         
libsmartcols1       2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2022-0563   Medium      < 0.1% (3rd)   < 0.1         
libuuid1            2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2022-0563   Medium      < 0.1% (3rd)   < 0.1         
mount               2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2022-0563   Medium      < 0.1% (3rd)   < 0.1         
util-linux          2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2022-0563   Medium      < 0.1% (3rd)   < 0.1         
bsdutils            1:2.27.1-6ubuntu3.4           (won't fix)              deb   CVE-2020-21583  Low         < 0.1% (8th)   < 0.1         
libblkid1           2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2020-21583  Low         < 0.1% (8th)   < 0.1         
libfdisk1           2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2020-21583  Low         < 0.1% (8th)   < 0.1         
libmount1           2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2020-21583  Low         < 0.1% (8th)   < 0.1         
libsmartcols1       2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2020-21583  Low         < 0.1% (8th)   < 0.1         
libuuid1            2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2020-21583  Low         < 0.1% (8th)   < 0.1         
mount               2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2020-21583  Low         < 0.1% (8th)   < 0.1         
util-linux          2.27.1-6ubuntu3.4             (won't fix)              deb   CVE-2020-21583  Low         < 0.1% (8th)   < 0.1         
libc-bin            2.23-0ubuntu10                                         deb   CVE-2020-27618  Low         < 0.1% (7th)   < 0.1         
libc6               2.23-0ubuntu10                                         deb   CVE-2020-27618  Low         < 0.1% (7th)   < 0.1         
multiarch-support   2.23-0ubuntu10                                         deb   CVE-2020-27618  Low         < 0.1% (7th)   < 0.1         
libpcre3            2:8.38-3.1                                             deb   CVE-2020-14155  Negligible  0.2% (36th)    < 0.1         
libc-bin            2.23-0ubuntu10                                         deb   CVE-2015-8985   Negligible  0.2% (36th)    < 0.1         
libc6               2.23-0ubuntu10                                         deb   CVE-2015-8985   Negligible  0.2% (36th)    < 0.1         
multiarch-support   2.23-0ubuntu10                                         deb   CVE-2015-8985   Negligible  0.2% (36th)    < 0.1         
libc-bin            2.23-0ubuntu10                                         deb   CVE-2016-10739  Low         < 0.1% (5th)   < 0.1         
libc6               2.23-0ubuntu10                                         deb   CVE-2016-10739  Low         < 0.1% (5th)   < 0.1         
multiarch-support   2.23-0ubuntu10                                         deb   CVE-2016-10739  Low         < 0.1% (5th)   < 0.1         
login               1:4.2-3.1ubuntu5.3            (won't fix)              deb   CVE-2023-29383  Low         < 0.1% (5th)   < 0.1         
passwd              1:4.2-3.1ubuntu5.3            (won't fix)              deb   CVE-2023-29383  Low         < 0.1% (5th)   < 0.1         
libc-bin            2.23-0ubuntu10                2.23-0ubuntu11.2         deb   CVE-2019-19126  Low         < 0.1% (4th)   < 0.1         
libc6               2.23-0ubuntu10                2.23-0ubuntu11.2         deb   CVE-2019-19126  Low         < 0.1% (4th)   < 0.1         
multiarch-support   2.23-0ubuntu10                2.23-0ubuntu11.2         deb   CVE-2019-19126  Low         < 0.1% (4th)   < 0.1         
libsepol1           2.4-2                         (won't fix)              deb   CVE-2021-36087  Low         < 0.1% (4th)   < 0.1         
tar                 1.28-2.1ubuntu0.1             1.28-2.1ubuntu0.2        deb   CVE-2018-20482  Low         < 0.1% (3rd)   < 0.1         
libsepol1           2.4-2                         (won't fix)              deb   CVE-2021-36085  Low         < 0.1% (3rd)   < 0.1         
libsepol1           2.4-2                         (won't fix)              deb   CVE-2021-36086  Low         < 0.1% (3rd)   < 0.1         
libsepol1           2.4-2                         (won't fix)              deb   CVE-2021-36084  Low         < 0.1% (3rd)   < 0.1         
libpam-modules      1.1.8-3.2ubuntu2              (won't fix)              deb   CVE-2022-28321  Negligible  0.1% (29th)    < 0.1         
libpam-modules-bin  1.1.8-3.2ubuntu2              (won't fix)              deb   CVE-2022-28321  Negligible  0.1% (29th)    < 0.1         
libpam-runtime      1.1.8-3.2ubuntu2              (won't fix)              deb   CVE-2022-28321  Negligible  0.1% (29th)    < 0.1         
libpam0g            1.1.8-3.2ubuntu2              (won't fix)              deb   CVE-2022-28321  Negligible  0.1% (29th)    < 0.1         
login               1:4.2-3.1ubuntu5.3            (won't fix)              deb   CVE-2023-4641   Low         < 0.1% (2nd)   < 0.1         
passwd              1:4.2-3.1ubuntu5.3            (won't fix)              deb   CVE-2023-4641   Low         < 0.1% (2nd)   < 0.1         
libcap2             1:2.24-12                     (won't fix)              deb   CVE-2023-2602   Low         < 0.1% (2nd)   < 0.1         
libcap2-bin         1:2.24-12                     (won't fix)              deb   CVE-2023-2602   Low         < 0.1% (2nd)   < 0.1         
libncurses5         6.0+20160213-1ubuntu1                                  deb   CVE-2019-17595  Negligible  < 0.1% (25th)  < 0.1         
libncursesw5        6.0+20160213-1ubuntu1                                  deb   CVE-2019-17595  Negligible  < 0.1% (25th)  < 0.1         
libtinfo5           6.0+20160213-1ubuntu1                                  deb   CVE-2019-17595  Negligible  < 0.1% (25th)  < 0.1         
ncurses-base        6.0+20160213-1ubuntu1                                  deb   CVE-2019-17595  Negligible  < 0.1% (25th)  < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1                                  deb   CVE-2019-17595  Negligible  < 0.1% (25th)  < 0.1         
libprocps4          2:3.3.10-4ubuntu2.3           (won't fix)              deb   CVE-2023-4016   Low         < 0.1% (1st)   < 0.1         
procps              2:3.3.10-4ubuntu2.3           (won't fix)              deb   CVE-2023-4016   Low         < 0.1% (1st)   < 0.1         
perl-base           5.22.1-9ubuntu0.2             (won't fix)              deb   CVE-2023-47039  Negligible  < 0.1% (22nd)  < 0.1         
gnupg               1.4.20-1ubuntu3.1             (won't fix)              deb   CVE-2022-3219   Low         < 0.1% (1st)   < 0.1         
gpgv                1.4.20-1ubuntu3.1             (won't fix)              deb   CVE-2022-3219   Low         < 0.1% (1st)   < 0.1         
libncurses5         6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2022-29458  Negligible  < 0.1% (21st)  < 0.1         
libncursesw5        6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2022-29458  Negligible  < 0.1% (21st)  < 0.1         
libtinfo5           6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2022-29458  Negligible  < 0.1% (21st)  < 0.1         
ncurses-base        6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2022-29458  Negligible  < 0.1% (21st)  < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2022-29458  Negligible  < 0.1% (21st)  < 0.1         
libncurses5         6.0+20160213-1ubuntu1                                  deb   CVE-2019-17594  Negligible  < 0.1% (8th)   < 0.1         
libncursesw5        6.0+20160213-1ubuntu1                                  deb   CVE-2019-17594  Negligible  < 0.1% (8th)   < 0.1         
libtinfo5           6.0+20160213-1ubuntu1                                  deb   CVE-2019-17594  Negligible  < 0.1% (8th)   < 0.1         
ncurses-base        6.0+20160213-1ubuntu1                                  deb   CVE-2019-17594  Negligible  < 0.1% (8th)   < 0.1         
ncurses-bin         6.0+20160213-1ubuntu1                                  deb   CVE-2019-17594  Negligible  < 0.1% (8th)   < 0.1         
libc-bin            2.23-0ubuntu10                                         deb   CVE-2018-8086   Medium      N/A            N/A           
libc6               2.23-0ubuntu10                                         deb   CVE-2018-8086   Medium      N/A            N/A           
multiarch-support   2.23-0ubuntu10                                         deb   CVE-2018-8086   Medium      N/A            N/A           
perl-base           5.22.1-9ubuntu0.2             (won't fix)              deb   CVE-2023-47100  Medium      N/A            N/A           
gcc-5-base          5.4.0-6ubuntu1~16.04.6        (won't fix)              deb   CVE-2020-35537  Low         N/A            N/A           
gcc-6-base          6.0.1-0ubuntu1                (won't fix)              deb   CVE-2020-35537  Low         N/A            N/A           
libgcc1             1:6.0.1-0ubuntu1              (won't fix)              deb   CVE-2020-35537  Low         N/A            N/A           
libncurses5         6.0+20160213-1ubuntu1                                  deb   CVE-2018-10754  Low         N/A            N/A           
libncurses5         6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2023-45918  Low         N/A            N/A           
libncursesw5        6.0+20160213-1ubuntu1                                  deb   CVE-2018-10754  Low         N/A            N/A           
libncursesw5        6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2023-45918  Low         N/A            N/A           
libssl1.0.0         1.0.2g-1ubuntu4.10            (won't fix)              deb   CVE-2021-43085  Low         N/A            N/A           
libstdc++6          5.4.0-6ubuntu1~16.04.6        (won't fix)              deb   CVE-2020-35537  Low         N/A            N/A           
libtinfo5           6.0+20160213-1ubuntu1                                  deb   CVE-2018-10754  Low         N/A            N/A           
libtinfo5           6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2023-45918  Low         N/A            N/A           
ncurses-base        6.0+20160213-1ubuntu1                                  deb   CVE-2018-10754  Low         N/A            N/A           
ncurses-base        6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2023-45918  Low         N/A            N/A           
ncurses-bin         6.0+20160213-1ubuntu1                                  deb   CVE-2018-10754  Low         N/A            N/A           
ncurses-bin         6.0+20160213-1ubuntu1         (won't fix)              deb   CVE-2023-45918  Low         N/A            N/A           
openssl             1.0.2g-1ubuntu4.10            (won't fix)              deb   CVE-2021-43085  Low         N/A            N/A           
gcc-5-base          5.4.0-6ubuntu1~16.04.6        (won't fix)              deb   CVE-2020-35536  Negligible  N/A            N/A           
gcc-6-base          6.0.1-0ubuntu1                (won't fix)              deb   CVE-2020-35536  Negligible  N/A            N/A           
libgcc1             1:6.0.1-0ubuntu1              (won't fix)              deb   CVE-2020-35536  Negligible  N/A            N/A           
libssl1.0.0         1.0.2g-1ubuntu4.10                                     deb   CVE-2021-3601   Negligible  N/A            N/A           
libstdc++6          5.4.0-6ubuntu1~16.04.6        (won't fix)              deb   CVE-2020-35536  Negligible  N/A            N/A           
login               1:4.2-3.1ubuntu5.3            (won't fix)              deb   CVE-2023-0634   Negligible  N/A            N/A           
openssl             1.0.2g-1ubuntu4.10                                     deb   CVE-2021-3601   Negligible  N/A            N/A           
passwd              1:4.2-3.1ubuntu5.3            (won't fix)              deb   CVE-2023-0634   Negligible  N/A            N/A           
