NAME                     INSTALLED                          FIXED IN                           TYPE  VULNERABILITY     SEVERITY    EPSS           RISK          
libnettle6               3.3-1+b2                           3.3-1+deb9u1                       deb   CVE-2021-3580     High        < 0.1% (10th)  < 0.1         
libtiff5                 4.0.8-2+deb9u5                     4.0.8-2+deb9u8                     deb   CVE-2022-0562     Medium      < 0.1% (17th)  < 0.1         
libtiff5                 4.0.8-2+deb9u5                                                        deb   CVE-2022-0908     Medium      < 0.1% (17th)  < 0.1         
libjpeg62-turbo          1:1.5.1-2                                                             deb   CVE-2020-17541    Negligible  0.6% (67th)    < 0.1         
libgnutls30              3.5.8-5+deb9u4                     (won't fix)                        deb   CVE-2018-16868    Medium      < 0.1% (17th)  < 0.1         
libgcrypt20              1.7.6-2+deb9u3                                                        deb   CVE-2018-6829     Negligible  0.5% (67th)    < 0.1         
erlang-asn1              1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-base              1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-corba             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-crypto            1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-diameter          1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-edoc              1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-eldap             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-erl-docgen        1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-eunit             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-ic                1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-inets             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-mnesia            1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-nox               1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-odbc              1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-os-mon            1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-parsetools        1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-percept           1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-public-key        1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-reltool           1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-runtime-tools     1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-snmp              1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-ssh               1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-ssl               1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-syntax-tools      1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-tools             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-wx                1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
erlang-xmerl             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2016-1000107  Negligible  0.5% (66th)    < 0.1         
curl                     7.52.1-5+deb9u10                   7.52.1-5+deb9u14                   deb   CVE-2021-22876    Medium      < 0.1% (16th)  < 0.1         
libcurl3                 7.52.1-5+deb9u10                   7.52.1-5+deb9u14                   deb   CVE-2021-22876    Medium      < 0.1% (16th)  < 0.1         
libssl1.1                1.1.0l-1~deb9u1                                                       deb   CVE-2007-6755     Negligible  0.5% (65th)    < 0.1         
openssl                  1.1.0l-1~deb9u1                                                       deb   CVE-2007-6755     Negligible  0.5% (65th)    < 0.1         
libavahi-client3         0.6.32-2                           0.6.32-2+deb9u1                    deb   CVE-2021-26720    High        < 0.1% (8th)   < 0.1         
libavahi-common-data     0.6.32-2                           0.6.32-2+deb9u1                    deb   CVE-2021-26720    High        < 0.1% (8th)   < 0.1         
libavahi-common3         0.6.32-2                           0.6.32-2+deb9u1                    deb   CVE-2021-26720    High        < 0.1% (8th)   < 0.1         
libc-bin                 2.24-11+deb9u4                     (won't fix)                        deb   CVE-2020-10029    Medium      < 0.1% (15th)  < 0.1         
libc6                    2.24-11+deb9u4                     (won't fix)                        deb   CVE-2020-10029    Medium      < 0.1% (15th)  < 0.1         
multiarch-support        2.24-11+deb9u4                     (won't fix)                        deb   CVE-2020-10029    Medium      < 0.1% (15th)  < 0.1         
libsystemd0              232-25+deb9u12                     (won't fix)                        deb   CVE-2021-3997     Medium      < 0.1% (14th)  < 0.1         
libudev1                 232-25+deb9u12                     (won't fix)                        deb   CVE-2021-3997     Medium      < 0.1% (14th)  < 0.1         
libsqlite3-0             3.16.2-5+deb9u1                    3.16.2-5+deb9u2                    deb   CVE-2020-13434    Medium      < 0.1% (15th)  < 0.1         
libglib2.0-0             2.50.3-2+deb9u2                                                       deb   CVE-2012-0039     Negligible  0.5% (64th)    < 0.1         
libtiff5                 4.0.8-2+deb9u5                                                        deb   CVE-2022-1210     Medium      < 0.1% (14th)  < 0.1         
curl                     7.52.1-5+deb9u10                   7.52.1-5+deb9u13                   deb   CVE-2020-8284     Low         < 0.1% (24th)  < 0.1         
libcurl3                 7.52.1-5+deb9u10                   7.52.1-5+deb9u13                   deb   CVE-2020-8284     Low         < 0.1% (24th)  < 0.1         
libsystemd0              232-25+deb9u12                                                        deb   CVE-2017-1000082  Negligible  0.5% (63rd)    < 0.1         
libudev1                 232-25+deb9u12                                                        deb   CVE-2017-1000082  Negligible  0.5% (63rd)    < 0.1         
libgssapi-krb5-2         1.15-1+deb9u1                                                         deb   CVE-2018-5709     Negligible  0.5% (63rd)    < 0.1         
libk5crypto3             1.15-1+deb9u1                                                         deb   CVE-2018-5709     Negligible  0.5% (63rd)    < 0.1         
libkrb5-3                1.15-1+deb9u1                                                         deb   CVE-2018-5709     Negligible  0.5% (63rd)    < 0.1         
libkrb5support0          1.15-1+deb9u1                                                         deb   CVE-2018-5709     Negligible  0.5% (63rd)    < 0.1         
libgl1-mesa-glx          13.0.6-1+b2                        (won't fix)                        deb   CVE-2019-5068     Low         < 0.1% (24th)  < 0.1         
libglapi-mesa            13.0.6-1+b2                        (won't fix)                        deb   CVE-2019-5068     Low         < 0.1% (24th)  < 0.1         
libpcre3                 2:8.39-3                                                              deb   CVE-2017-7245     Negligible  0.4% (62nd)    < 0.1         
libpng16-16              1.6.28-1+deb9u1                                                       deb   CVE-2019-6129     Negligible  0.4% (61st)    < 0.1         
libxml2                  2.9.4+dfsg1-2.2+deb9u2             2.9.4+dfsg1-2.2+deb9u6             deb   CVE-2016-9318     Medium      < 0.1% (12th)  < 0.1         
libtiff5                 4.0.8-2+deb9u5                                                        deb   CVE-2017-17973    Negligible  0.4% (61st)    < 0.1         
e2fslibs                 1.43.4-2                           1.43.4-2+deb9u2                    deb   CVE-2019-5188     Medium      < 0.1% (12th)  < 0.1         
e2fsprogs                1.43.4-2                           1.43.4-2+deb9u2                    deb   CVE-2019-5188     Medium      < 0.1% (12th)  < 0.1         
libcomerr2               1.43.4-2                           1.43.4-2+deb9u2                    deb   CVE-2019-5188     Medium      < 0.1% (12th)  < 0.1         
libss2                   1.43.4-2                           1.43.4-2+deb9u2                    deb   CVE-2019-5188     Medium      < 0.1% (12th)  < 0.1         
libxml2                  2.9.4+dfsg1-2.2+deb9u2             2.9.4+dfsg1-2.2+deb9u7             deb   CVE-2022-29824    Medium      < 0.1% (11th)  < 0.1         
libncurses5              6.0+20161126-1+deb9u2              (won't fix)                        deb   CVE-2019-17595    Low         < 0.1% (21st)  < 0.1         
libncursesw5             6.0+20161126-1+deb9u2              (won't fix)                        deb   CVE-2019-17595    Low         < 0.1% (21st)  < 0.1         
libtinfo5                6.0+20161126-1+deb9u2              (won't fix)                        deb   CVE-2019-17595    Low         < 0.1% (21st)  < 0.1         
ncurses-base             6.0+20161126-1+deb9u2              (won't fix)                        deb   CVE-2019-17595    Low         < 0.1% (21st)  < 0.1         
ncurses-bin              6.0+20161126-1+deb9u2              (won't fix)                        deb   CVE-2019-17595    Low         < 0.1% (21st)  < 0.1         
tar                      1.29b-1.1                                                             deb   CVE-2019-9923     Negligible  0.4% (60th)    < 0.1         
libldap-2.4-2            2.4.44+dfsg-5+deb9u4                                                  deb   CVE-2020-15719    Negligible  0.4% (60th)    < 0.1         
libldap-common           2.4.44+dfsg-5+deb9u4                                                  deb   CVE-2020-15719    Negligible  0.4% (60th)    < 0.1         
coreutils                8.26-3                             (won't fix)                        deb   CVE-2016-2781     Low         < 0.1% (21st)  < 0.1         
libjbig0                 2.1-3.1+b2                                                            deb   CVE-2017-9937     Negligible  0.4% (59th)    < 0.1         
libc-bin                 2.24-11+deb9u4                                                        deb   CVE-2019-1010024  Negligible  0.4% (58th)    < 0.1         
libc6                    2.24-11+deb9u4                                                        deb   CVE-2019-1010024  Negligible  0.4% (58th)    < 0.1         
multiarch-support        2.24-11+deb9u4                                                        deb   CVE-2019-1010024  Negligible  0.4% (58th)    < 0.1         
libc-bin                 2.24-11+deb9u4                                                        deb   CVE-2010-4756     Negligible  0.4% (58th)    < 0.1         
libc6                    2.24-11+deb9u4                                                        deb   CVE-2010-4756     Negligible  0.4% (58th)    < 0.1         
multiarch-support        2.24-11+deb9u4                                                        deb   CVE-2010-4756     Negligible  0.4% (58th)    < 0.1         
libgcrypt20              1.7.6-2+deb9u3                     (won't fix)                        deb   CVE-2019-13627    Medium      < 0.1% (10th)  < 0.1         
libc-bin                 2.24-11+deb9u4                                                        deb   CVE-2019-9192     Negligible  0.4% (57th)    < 0.1         
libc6                    2.24-11+deb9u4                                                        deb   CVE-2019-9192     Negligible  0.4% (57th)    < 0.1         
multiarch-support        2.24-11+deb9u4                                                        deb   CVE-2019-9192     Negligible  0.4% (57th)    < 0.1         
libpcre3                 2:8.39-3                                                              deb   CVE-2017-7246     Negligible  0.4% (57th)    < 0.1         
libtiff5                 4.0.8-2+deb9u5                                                        deb   CVE-2017-5563     Negligible  0.4% (57th)    < 0.1         
bsdutils                 1:2.29.2-1+deb9u1                  (won't fix)                        deb   CVE-2021-37600    Low         < 0.1% (17th)  < 0.1         
libblkid1                2.29.2-1+deb9u1                    (won't fix)                        deb   CVE-2021-37600    Low         < 0.1% (17th)  < 0.1         
libfdisk1                2.29.2-1+deb9u1                    (won't fix)                        deb   CVE-2021-37600    Low         < 0.1% (17th)  < 0.1         
libmount1                2.29.2-1+deb9u1                    (won't fix)                        deb   CVE-2021-37600    Low         < 0.1% (17th)  < 0.1         
libsmartcols1            2.29.2-1+deb9u1                    (won't fix)                        deb   CVE-2021-37600    Low         < 0.1% (17th)  < 0.1         
libuuid1                 2.29.2-1+deb9u1                    (won't fix)                        deb   CVE-2021-37600    Low         < 0.1% (17th)  < 0.1         
mount                    2.29.2-1+deb9u1                    (won't fix)                        deb   CVE-2021-37600    Low         < 0.1% (17th)  < 0.1         
util-linux               2.29.2-1+deb9u1                    (won't fix)                        deb   CVE-2021-37600    Low         < 0.1% (17th)  < 0.1         
libsystemd0              232-25+deb9u12                     (won't fix)                        deb   CVE-2018-6954     Low         < 0.1% (16th)  < 0.1         
libudev1                 232-25+deb9u12                     (won't fix)                        deb   CVE-2018-6954     Low         < 0.1% (16th)  < 0.1         
libncurses5              6.0+20161126-1+deb9u2                                                 deb   CVE-2021-39537    Negligible  0.3% (54th)    < 0.1         
libncursesw5             6.0+20161126-1+deb9u2                                                 deb   CVE-2021-39537    Negligible  0.3% (54th)    < 0.1         
libtinfo5                6.0+20161126-1+deb9u2                                                 deb   CVE-2021-39537    Negligible  0.3% (54th)    < 0.1         
ncurses-base             6.0+20161126-1+deb9u2                                                 deb   CVE-2021-39537    Negligible  0.3% (54th)    < 0.1         
ncurses-bin              6.0+20161126-1+deb9u2                                                 deb   CVE-2021-39537    Negligible  0.3% (54th)    < 0.1         
curl                     7.52.1-5+deb9u10                   7.52.1-5+deb9u11                   deb   CVE-2020-8177     High        < 0.1% (3rd)   < 0.1         
libcurl3                 7.52.1-5+deb9u10                   7.52.1-5+deb9u11                   deb   CVE-2020-8177     High        < 0.1% (3rd)   < 0.1         
libtiff5                 4.0.8-2+deb9u5                                                        deb   CVE-2018-10126    Negligible  0.3% (53rd)    < 0.1         
libtiff5                 4.0.8-2+deb9u5                                                        deb   CVE-2018-18661    Negligible  0.3% (53rd)    < 0.1         
libc-bin                 2.24-11+deb9u4                     (won't fix)                        deb   CVE-2020-27618    Medium      < 0.1% (7th)   < 0.1         
libc6                    2.24-11+deb9u4                     (won't fix)                        deb   CVE-2020-27618    Medium      < 0.1% (7th)   < 0.1         
multiarch-support        2.24-11+deb9u4                     (won't fix)                        deb   CVE-2020-27618    Medium      < 0.1% (7th)   < 0.1         
libfreetype6             2.6.3-3.2+deb9u1                                                      deb   CVE-2022-31782    Negligible  0.3% (52nd)    < 0.1         
libpcre3                 2:8.39-3                                                              deb   CVE-2017-11164    Negligible  0.3% (50th)    < 0.1         
libsqlite3-0             3.16.2-5+deb9u1                                                       deb   CVE-2017-13685    Negligible  0.3% (50th)    < 0.1         
libdbus-1-3              1.10.28-0+deb9u1                   1.10.32-0+deb9u1                   deb   CVE-2020-35512    High        < 0.1% (2nd)   < 0.1         
libc-bin                 2.24-11+deb9u4                                                        deb   CVE-2019-7309     Negligible  0.2% (47th)    < 0.1         
libc6                    2.24-11+deb9u4                                                        deb   CVE-2019-7309     Negligible  0.2% (47th)    < 0.1         
multiarch-support        2.24-11+deb9u4                                                        deb   CVE-2019-7309     Negligible  0.2% (47th)    < 0.1         
libc-bin                 2.24-11+deb9u4                     (won't fix)                        deb   CVE-2016-10739    Medium      < 0.1% (4th)   < 0.1         
libc6                    2.24-11+deb9u4                     (won't fix)                        deb   CVE-2016-10739    Medium      < 0.1% (4th)   < 0.1         
multiarch-support        2.24-11+deb9u4                     (won't fix)                        deb   CVE-2016-10739    Medium      < 0.1% (4th)   < 0.1         
libdbus-1-3              1.10.28-0+deb9u1                   1.10.32-0+deb9u1                   deb   CVE-2020-12049    Medium      < 0.1% (4th)   < 0.1         
libc-bin                 2.24-11+deb9u4                                                        deb   CVE-2019-1010025  Negligible  0.2% (45th)    < 0.1         
libc6                    2.24-11+deb9u4                                                        deb   CVE-2019-1010025  Negligible  0.2% (45th)    < 0.1         
multiarch-support        2.24-11+deb9u4                                                        deb   CVE-2019-1010025  Negligible  0.2% (45th)    < 0.1         
libc-bin                 2.24-11+deb9u4                     (won't fix)                        deb   CVE-2021-27645    Low         < 0.1% (10th)  < 0.1         
libc6                    2.24-11+deb9u4                     (won't fix)                        deb   CVE-2021-27645    Low         < 0.1% (10th)  < 0.1         
multiarch-support        2.24-11+deb9u4                     (won't fix)                        deb   CVE-2021-27645    Low         < 0.1% (10th)  < 0.1         
tar                      1.29b-1.1                          1.29b-1.1+deb9u1                   deb   CVE-2018-20482    Medium      < 0.1% (3rd)   < 0.1         
perl-base                5.24.1-3+deb9u5                                                       deb   CVE-2011-4116     Negligible  0.2% (42nd)    < 0.1         
libncurses5              6.0+20161126-1+deb9u2              (won't fix)                        deb   CVE-2019-17594    Low         < 0.1% (8th)   < 0.1         
libncursesw5             6.0+20161126-1+deb9u2              (won't fix)                        deb   CVE-2019-17594    Low         < 0.1% (8th)   < 0.1         
libtinfo5                6.0+20161126-1+deb9u2              (won't fix)                        deb   CVE-2019-17594    Low         < 0.1% (8th)   < 0.1         
ncurses-base             6.0+20161126-1+deb9u2              (won't fix)                        deb   CVE-2019-17594    Low         < 0.1% (8th)   < 0.1         
ncurses-bin              6.0+20161126-1+deb9u2              (won't fix)                        deb   CVE-2019-17594    Low         < 0.1% (8th)   < 0.1         
libglib2.0-0             2.50.3-2+deb9u2                                                       deb   CVE-2020-35457    Negligible  0.2% (41st)    < 0.1         
libpcre3                 2:8.39-3                                                              deb   CVE-2019-20838    Negligible  0.2% (40th)    < 0.1         
libsystemd0              232-25+deb9u12                                                        deb   CVE-2019-20386    Negligible  0.2% (38th)    < 0.1         
libudev1                 232-25+deb9u12                                                        deb   CVE-2019-20386    Negligible  0.2% (38th)    < 0.1         
libc-bin                 2.24-11+deb9u4                                                        deb   CVE-2019-6488     Negligible  0.2% (37th)    < 0.1         
libc6                    2.24-11+deb9u4                                                        deb   CVE-2019-6488     Negligible  0.2% (37th)    < 0.1         
multiarch-support        2.24-11+deb9u4                                                        deb   CVE-2019-6488     Negligible  0.2% (37th)    < 0.1         
curl                     7.52.1-5+deb9u10                                                      deb   CVE-2021-22922    Negligible  0.2% (37th)    < 0.1         
libcurl3                 7.52.1-5+deb9u10                                                      deb   CVE-2021-22922    Negligible  0.2% (37th)    < 0.1         
login                    1:4.4-4.1                                                             deb   CVE-2007-5686     Negligible  0.2% (36th)    < 0.1         
passwd                   1:4.4-4.1                                                             deb   CVE-2007-5686     Negligible  0.2% (36th)    < 0.1         
libc-bin                 2.24-11+deb9u4                                                        deb   CVE-2015-8985     Negligible  0.2% (36th)    < 0.1         
libc6                    2.24-11+deb9u4                                                        deb   CVE-2015-8985     Negligible  0.2% (36th)    < 0.1         
multiarch-support        2.24-11+deb9u4                                                        deb   CVE-2015-8985     Negligible  0.2% (36th)    < 0.1         
libc-bin                 2.24-11+deb9u4                                                        deb   CVE-2019-1010022  Negligible  0.1% (35th)    < 0.1         
libc6                    2.24-11+deb9u4                                                        deb   CVE-2019-1010022  Negligible  0.1% (35th)    < 0.1         
multiarch-support        2.24-11+deb9u4                                                        deb   CVE-2019-1010022  Negligible  0.1% (35th)    < 0.1         
libc-bin                 2.24-11+deb9u4                     (won't fix)                        deb   CVE-2019-19126    Low         < 0.1% (4th)   < 0.1         
libc6                    2.24-11+deb9u4                     (won't fix)                        deb   CVE-2019-19126    Low         < 0.1% (4th)   < 0.1         
multiarch-support        2.24-11+deb9u4                     (won't fix)                        deb   CVE-2019-19126    Low         < 0.1% (4th)   < 0.1         
libssl1.1                1.1.0l-1~deb9u1                                                       deb   CVE-2010-0928     Negligible  0.1% (33rd)    < 0.1         
openssl                  1.1.0l-1~deb9u1                                                       deb   CVE-2010-0928     Negligible  0.1% (33rd)    < 0.1         
libcups2                 2.2.1-8+deb9u5                     2.2.1-8+deb9u8                     deb   CVE-2022-26691    Medium      < 0.1% (1st)   < 0.1         
libsepol1                2.6-2                              (won't fix)                        deb   CVE-2021-36087    Low         < 0.1% (3rd)   < 0.1         
libodbc1                 2.3.4-1                                                               deb   CVE-2012-2657     Negligible  0.1% (31st)    < 0.1         
libtasn1-6               4.10-1.1+deb9u1                                                       deb   CVE-2018-1000654  Negligible  0.1% (31st)    < 0.1         
libldap-2.4-2            2.4.44+dfsg-5+deb9u4                                                  deb   CVE-2017-14159    Negligible  0.1% (30th)    < 0.1         
libldap-common           2.4.44+dfsg-5+deb9u4                                                  deb   CVE-2017-14159    Negligible  0.1% (30th)    < 0.1         
libjpeg62-turbo          1:1.5.1-2                                                             deb   CVE-2018-11813    Negligible  0.1% (30th)    < 0.1         
libavahi-client3         0.6.32-2                           0.6.32-2+deb9u1                    deb   CVE-2021-3468     Medium      < 0.1% (1st)   < 0.1         
libavahi-common-data     0.6.32-2                           0.6.32-2+deb9u1                    deb   CVE-2021-3468     Medium      < 0.1% (1st)   < 0.1         
libavahi-common3         0.6.32-2                           0.6.32-2+deb9u1                    deb   CVE-2021-3468     Medium      < 0.1% (1st)   < 0.1         
curl                     7.52.1-5+deb9u10                                                      deb   CVE-2021-22923    Negligible  0.1% (30th)    < 0.1         
libcurl3                 7.52.1-5+deb9u10                                                      deb   CVE-2021-22923    Negligible  0.1% (30th)    < 0.1         
libgssapi-krb5-2         1.15-1+deb9u1                                                         deb   CVE-2004-0971     Negligible  0.1% (29th)    < 0.1         
libk5crypto3             1.15-1+deb9u1                                                         deb   CVE-2004-0971     Negligible  0.1% (29th)    < 0.1         
libkrb5-3                1.15-1+deb9u1                                                         deb   CVE-2004-0971     Negligible  0.1% (29th)    < 0.1         
libkrb5support0          1.15-1+deb9u1                                                         deb   CVE-2004-0971     Negligible  0.1% (29th)    < 0.1         
libsystemd0              232-25+deb9u12                                                        deb   CVE-2017-18078    Negligible  0.1% (29th)    < 0.1         
libudev1                 232-25+deb9u12                                                        deb   CVE-2017-18078    Negligible  0.1% (29th)    < 0.1         
libsepol1                2.6-2                              (won't fix)                        deb   CVE-2021-36085    Low         < 0.1% (2nd)   < 0.1         
libsepol1                2.6-2                              (won't fix)                        deb   CVE-2021-36086    Low         < 0.1% (2nd)   < 0.1         
libsepol1                2.6-2                              (won't fix)                        deb   CVE-2021-36084    Low         < 0.1% (2nd)   < 0.1         
tar                      1.29b-1.1                                                             deb   CVE-2021-20193    Negligible  0.1% (28th)    < 0.1         
libtiff5                 4.0.8-2+deb9u5                                                        deb   CVE-2017-9117     Negligible  < 0.1% (28th)  < 0.1         
libtiff5                 4.0.8-2+deb9u5                                                        deb   CVE-2020-35521    Negligible  < 0.1% (28th)  < 0.1         
libpcre3                 2:8.39-3                                                              deb   CVE-2017-16231    Negligible  < 0.1% (27th)  < 0.1         
login                    1:4.4-4.1                                                             deb   CVE-2019-19882    Negligible  < 0.1% (27th)  < 0.1         
passwd                   1:4.4-4.1                                                             deb   CVE-2019-19882    Negligible  < 0.1% (27th)  < 0.1         
libsystemd0              232-25+deb9u12                                                        deb   CVE-2020-13776    Negligible  < 0.1% (27th)  < 0.1         
libudev1                 232-25+deb9u12                                                        deb   CVE-2020-13776    Negligible  < 0.1% (27th)  < 0.1         
libpng16-16              1.6.28-1+deb9u1                                                       deb   CVE-2021-4214     Negligible  < 0.1% (24th)  < 0.1         
libtiff5                 4.0.8-2+deb9u5                                                        deb   CVE-2022-1056     Negligible  < 0.1% (23rd)  < 0.1         
libsystemd0              232-25+deb9u12                                                        deb   CVE-2013-4392     Negligible  < 0.1% (21st)  < 0.1         
libudev1                 232-25+deb9u12                                                        deb   CVE-2013-4392     Negligible  < 0.1% (21st)  < 0.1         
login                    1:4.4-4.1                                                             deb   CVE-2013-4235     Negligible  < 0.1% (19th)  < 0.1         
passwd                   1:4.4-4.1                                                             deb   CVE-2013-4235     Negligible  < 0.1% (19th)  < 0.1         
libtiff5                 4.0.8-2+deb9u5                                                        deb   CVE-2020-35522    Negligible  < 0.1% (17th)  < 0.1         
coreutils                8.26-3                                                                deb   CVE-2017-18018    Negligible  < 0.1% (17th)  < 0.1         
erlang-asn1              1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-base              1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-corba             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-crypto            1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-diameter          1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-edoc              1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-eldap             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-erl-docgen        1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-eunit             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-ic                1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-inets             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-mnesia            1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-nox               1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-odbc              1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-os-mon            1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-parsetools        1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-percept           1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-public-key        1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-reltool           1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-runtime-tools     1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-snmp              1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-ssh               1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-ssl               1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-syntax-tools      1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-tools             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-wx                1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
erlang-xmerl             1:19.2.1+dfsg-2+deb9u2                                                deb   CVE-2009-0130     Negligible  < 0.1% (17th)  < 0.1         
libsystemd0              232-25+deb9u12                                                        deb   CVE-2020-13529    Negligible  < 0.1% (17th)  < 0.1         
libudev1                 232-25+deb9u12                                                        deb   CVE-2020-13529    Negligible  < 0.1% (17th)  < 0.1         
libodbc1                 2.3.4-1                                                               deb   CVE-2012-2658     Negligible  < 0.1% (13th)  < 0.1         
libexpat1                2.2.0-2+deb9u3                                                        deb   CVE-2013-0340     Negligible  < 0.1% (11th)  < 0.1         
bsdutils                 1:2.29.2-1+deb9u1                                                     deb   CVE-2022-0563     Negligible  < 0.1% (5th)   < 0.1         
